,Address,Price,Bed,Bath,SQFT,Lot Sqft,Description,latitude,longitude,Listing URL,Type of Home,Picture,Street,City,State,Zip Code
259,"10716 Razil Ct, Austin, TX 78748","$419,900",4,2,1680,8184,"Nestled in a serene cul-de-sac and backing to the Greenbelt in the vibrant city of Austin, the stunning property at 10716 Razil Ct offers a harmonious blend of comfort and modernity. As you enter, you are greeted by an expansive living room that boasts an abundance of natural light, courtesy of large windows and French doors that lead to a massive deck. The living room's open layout ensures it is the perfect space for both relaxation and entertaining. The kitchen features butcher block countertops, and a stylish backsplash. It is equipped with a dishwasher, stove, microwave, and an abundance of counter space and cabinets, making meal preparation a breeze. The breakfast area within the kitch",30.2536577,-97.7294808,https://www.redfin.com/TX/Austin/1614-Haskell-St-78702/home/31361143,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_24_0.jpg,10716 Razil Ct, Austin,TX,78748
260,"8006 Clydesdale Dr, Austin, TX 78745","$450,000",4,3,1809,6725,"Clean, bright and well maintained duplex in convenient South Austin location. Front/A Unit (2 bed/1.5 bath) is vacant and easy to tour. Rear/B Unit is tenant occupied and can be viewed with an acceptable offer. B Unit (2 bed/1.5 bath) has fantastic tenants (since 2020) that are on a month-to-month lease and would like to renew if possible. Newer (2024) roof, newer vinyl windows, fresh interior paint in A Unit, all kitchen appliances (including refrigerator) convey (except for Unit B microwave), 2 dedicated parking spaces in driveway, ample parking at curb. Great investment for owner-occupied or pure rental in popular neighborhood with easy access to nearby retail, grocery, dining, entertain",30.173422,-97.865054,https://www.redfin.com/TX/Austin/Kellywood-Dr-78739/home/109920201,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_1.jpg,8006 Clydesdale Dr, Austin,TX,78745
262,"6012 Idlewood Cv, Austin, TX 78745","$370,000",3,1,888,6403,"Live in the 78745 zip code just 15-20 minutes to downtown Austin TX and take advantage of the rare opportunity to assume a 4.125% interest rate. This charming eclectic home is move-in ready and well maintained; it has fresh interior paint, no carpet, new appliances and is partially updated! The huge backyard is a gardener's dream with mature trees, a pomegranate and citrus tree. Enjoy the covered patio and new pavers, perfect for relaxing and entertaining. This home also features a one-car garage, full gutters, and solar panels, blending energy savings with eclectic charm in a prime location. Ask about the Free design services included for the buyer that contracts on this home. Bonus: No HO",30.1953143,-97.7730177,https://www.redfin.com/TX/Austin/601-N-Bluff-Dr-78745/home/31782283,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_38_1.jpg,6012 Idlewood Cv, Austin,TX,78745
263,"4249 Canyon Glen Cir, Austin, TX 78732","$589,000",3,2,1688,6490,"Beautiful one-story home with recently updated flooring, fresh paint, and kitchen appliances. The roof and water heater were replaced in 2022. Enjoy a lovely backyard with a deck perfect for entertaining, and take advantage of the serene greenbelt with no homes behind you. Located in the highly acclaimed Leander ISD, this home offers access to three elementary schools and Canyon Ridge Middle School, all within Steiner Ranch. Residents enjoy full access to Steiner Ranch amenities, including the Lake Austin waterfront park, 22 miles of hiking and biking trails, three pools, tennis courts, and more.",30.2598409,-97.7690462,https://www.redfin.com/TX/Austin/1001-Bluebonnet-Ln-78704/home/31207900,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_0.jpg,4249 Canyon Glen Cir, Austin,TX,78732
264,"1000 Ruth Ave Unit B, Austin, TX 78757","$1,250,000",4,4,2609,5902,"Contemporary eye-catching exterior with clean curb appeal. Welcome to your new home in Brentwood, one of Austin's most desired neighborhoods. This area offers the perfect balance of urban walkability and suburban tranquility. The seller's $130,000 in upgrades are immediately apparent. Inside, enjoy spectacular picture windows, rich hardwood flooring, modern light fixtures, and a jaw-dropping vaulted ceiling. High ceilings, top-of-the-line appliances, big windows, and an open floor plan create an ideal environment for family time, entertaining, or relaxing. The generously proportioned backyard features premium artificial turf, a custom-built cedar pergola, a playscape (which can convey), and",30.3373175,-97.7298617,https://www.redfin.com/TX/Austin/1414-Karen-Ave-78757/home/172478797,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_1_0.jpg,1000 Ruth Ave Unit B, Austin,TX,78757
265,"116 Dry Creek Rd, Austin, TX 78737","$593,000",4,25,2777,030,"Pride in homeownership shows in every ounce of this property. This home has been well-loved, which the new owner(s) will appreciate. It's ready to love and support you and yours in all of your future endeavors just as it has the currents owners. This home is not too big, or too small. It's just right! Also, the 4th bedroom is currently being used as an office. Welcome to one of the most desirable neighborhoods in the area!",30.369211,-97.9206279,https://www.redfin.com/TX/Austin/13900-Hunters-Pass-78734/home/109925990,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_28_0.jpg,116 Dry Creek Rd, Austin,TX,78737
266,"4807 Interlachen Ln, Austin, TX 78747","$649,000",3,2,2383,9709,"Welcome to your new home! Settle into this one level, move-in ready home in the charming Onion Creek golf course community. The primary bedroom provides plenty of natural light  &amp;  an extra bay window nook offers space for a sitting area. The primary bathroom is equipped with dual vanities with a sitting area for makeup. Get ready for the day in the roomy shower with two shower heads and built-in shelves. Primary closet is spacious as well!  The dedicated office (or potential 4th bedroom!) is the ideal space for those who work hybrid or from home, complete with built-in adjustable shelving  &amp;  a closet for extra storage. The kitchen is well-equipped with a large center island/breakf",30.369092,-97.920376,https://www.redfin.com/TX/Austin/13822-Hunters-Pass-78734/home/109925986,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_1.jpg,4807 Interlachen Ln, Austin,TX,78747
267,"11312 Long Winter Dr, Austin, TX 78754","$445,000",3,2,2215,9840,"This charming 3-bedroom, 2-bathroom home on a corner lot is brimming with upgrades and custom features. Impeccably maintained, the property showcases stunning custom landscaping, wood floors, and tile throughout. Enjoy the screened porch that opens to a spacious custom patio, perfect for outdoor entertaining. Additional highlights include a storage shed, gas-log fireplace, 42&quot; cabinets. The home also boasts a brand new roof with a 7-year transferable warranty and a new HVAC system with a 5-year transferable warranty. Further enhancing the appeal are upgraded fixtures, plantation shutters, and recessed lighting.",30.252765,-97.926767,https://www.redfin.com/TX/Austin/7505-Lenape-Trl-78736/home/31687619,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_1_1.jpg,11312 Long Winter Dr, Austin,TX,78754
268,"12912 Appaloosa Chase Dr, Austin, TX 78732","$616,900",3,25,2624,7710,"Discover the charm of this meticulously maintained home nestled in the highly sought-after Steiner Ranch neighborhood. With an inviting open floor plan, soaring high ceilings, and an abundance of natural light, this residence exudes warmth and elegance. The main level features a luxurious primary en suite bedroom, complete with a cozy sitting area and French doors. The primary bathroom offers a jetted tub, separate shower, dual vanities, and an expansive walk-in closet. Culinary enthusiasts will adore the spacious kitchen, which boasts upgraded cabinets, gleaming granite counters, built-in appliances, and a dining area that seamlessly flows into the living space. The main floor also include",30.3295512,-97.6473013,https://www.redfin.com/TX/Austin/0-U-S-290-78724/home/191835333,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_39_0.jpg,12912 Appaloosa Chase Dr, Austin,TX,78732
269,"6307 Stockman Dr #5, Austin, TX 78747","$494,990",3,35,1985,034,"The Zilker was designed with the modern family in mind. This 3-bedroom, 3.5-bathroom home features 1,818 sq. ft. , and is designed with a handful of luxurious features including a bathroom on each floor and a covered patio. The home&rsquo;s second level is where the family room, kitchen and dining area reside, ideal for spending time with loved ones for hours on end. While the size of each bedroom is impressive, the primary bedroom is one of the most coveted parts of the home, featuring dual sinks and an oversized walk-in closet.",30.377357,-97.663517,https://www.redfin.com/TX/Austin/11501-February-Dr-78753/home/109944561,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/621/genIslnoResize.1333621_0.jpg,6307 Stockman Dr #5, Austin,TX,78747
270,"1101 Clayton Ln Unit B-208, Austin, TX 78723","$235,000",1,1,632,,"AFORDABLE LUXURY IN A PRIME LOCATION TO UT, DOWNTOWN AND MUELLER DISTRICT! Impeccable remodel of a classic 1960's style apartment building with EVERY bell and whistle possible! Multiple units available sport tile or laminate flooring, high ceilings and Google Fiber. The kitchens are amazing with a top of the line combo washer/dryer, 4 burner gas range with center grill mode, deep farm house sinks, stainless appliances including frig, quartz counters and custom built Shaker style cabinets! The bath boasts 1/2 glass open shower with fully tiled surfaces, quartz counter. All of the plumbing fixtures are top of the line ORB. each room has ceiling fans and can recessed lighting. MULTIPLE UNITS A",30.1595596,-97.8271958,https://www.redfin.com/TX/Austin/10716-Razil-Ct-78748/home/31979103,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/621/genIslnoResize.1333621_1_0.jpg,1101 Clayton Ln Unit B-208, Austin,TX,78723
271,"8110 Ranch Road 2222 #36, Austin, TX 78730","$780,000",3,25,2133,027,"Lovingly referred to as The Treehouse, this immaculate free standing condo beckons the most discerning buyer. Hundreds of acres of the Balcones Canyonland cradle this contemporary dream home with countless high end features. In addition, the convenient location and serenity seamlessly merge in this award winning community. Once inside, the open layout and walls of windows create the perfect backdrop for living, lounging and entertaining. The spacious kitchen, adjacent bar, and dining area are large enough to accommodate a sizable dinner party while also lending itself to a cozy dinner for two. The first of two covered balconies overlooks the private, low maintenance backyard and further ext",30.201341,-97.832725,https://www.redfin.com/TX/Austin/8006-Clydesdale-Dr-78745/home/31763385,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/621/genIslnoResize.1333621_26_0.jpg,8110 Ranch Road 2222 #36, Austin,TX,78730
272,"6307 Stockman Dr #4, Austin, TX 78747","$507,990",3,35,2050,034,"The Bullock is a unique 3-bedroom, 3.5-bathroom home spanning 2,050 sq. ft. This 3-story home includes a luxe kitchen and dining area, with direct access to the spacious living room. Ideal for families, this home is the perfect backdrop to make memories with a bedroom and full bath on the main level, in addition to a transformative flex space. If a dedicated outdoor space is a must-have in your future home, you&rsquo;ll love this floor plan which has a second-floor deck to enjoy delicious meals al fresco. The third floor is where two of three bedrooms reside, including the primary suite which boasts double sinks and an impressive walk-in shower with a bench. A 2-car garage is located at the",30.2011159,-97.7779428,https://www.redfin.com/TX/Austin/6012-Idlewood-Cv-78745/home/31760308,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_0.jpg,6307 Stockman Dr #4, Austin,TX,78747
273,"702 Kinney Ave, Austin, TX 78704","$3,697,000",5,35,3758,024,"Newcastle Homes commissioned Barley Pfeiffer Architecture to create a contemporary home - a high performing urban oasis - that maximizes indoor and outdoor space. Positioned to profit from prevailing breezes, the home utilizes smart window placement and solar shading patterns. The home is set at the rear of an oversized lot to preserve maximum green space and magnificent heritage tree views, creating a private sanctuary away from the street. The covered patio provides a true indoor-outdoor experience with a massive four-panel sliding door uniting the interior and exterior living spaces. This wall of glass faces east and is shaded by the overhang of the patio, flooding the main living area w",30.3821302,-97.8867199,https://www.redfin.com/TX/Austin/4249-Canyon-Glen-Cir-78732/home/31304107,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_1_0.jpg,702 Kinney Ave, Austin,TX,78704
274,"6307 Stockman Dr #2, Austin, TX 78747","$551,990",3,3,2588,,"The Congress is a 3-bedroom home with 2 full and 2 half baths, spanning 2,588 sq. ft. This coveted 3-story floor plan is filled with ideal features like an open-concept living space which showcases the home&rsquo;s luxe kitchen and oversized family room. Travel upstairs to the primary suite which boasts a spa-like bathroom and spacious walk-in closet for all your storage needs. On the third level of the home, an oversized flex room or an additional bedroom would be accessible at all times.",30.336229,-97.722894,https://www.redfin.com/TX/Austin/1000-Ruth-Ave-78757/unit-B/home/31467854,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_24_0.jpg,6307 Stockman Dr #2, Austin,TX,78747
275,"1315 W 9th St Unit B, Austin, TX 78703","$3,800,000",3,3,3003,4146,"BUILDER FINANCING INCENTIVE! Architectural Marvel designed by legendary Dick Clark + Associates, Built by Vinson Radke Homes. Unique 2 unit development boasts high-end finishes throughout, creating an atmosphere of luxury  &amp;  sophistication. Perfect for the Downtown Condo Buyer in search of more privacy without compromising location or luxury. Upon entering, one is greeted by an open  &amp;  spacious floor plan that seamlessly connects the living, dining, &amp;  kitchen areas. Floor-to-ceiling windows flood the space with natural light, creating a bright and inviting ambiance. Landscaping in works with Buyer option for turf grass or IPE Deck to create a seamless indoor/outdoor transitio",30.1702058,-97.9927632,https://www.redfin.com/TX/Austin/116-Dry-Creek-Rd-78737/home/33742423,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_1.jpg,1315 W 9th St Unit B, Austin,TX,78703
277,"7007 Carwill Dr, Austin, TX 78724","$365,000",4,2,1190,6751,"Welcome to this newly renovated 4-bedroom, 2-bathroom home in Colony Park that maximizes space. With easy access to Highways 183 and 290, this home puts all of Austin at your fingertips. Step inside and be immediately greeted by the open floor plan and natural light. New porcelain tile floors flow throughout, leading you to the heart of the home - a spacious kitchen featuring quartz countertops, a tasteful backsplash, and an accent rock wall around the large kitchen island. The thoughtful layout separates the primary bedroom from the other three for privacy. Both bathrooms have been completely remodeled, and the casita in the backyard provides extra space for an office or relaxation. If you",30.3727994,-97.6504884,https://www.redfin.com/TX/Austin/11312-Long-Winter-Dr-78754/home/31017674,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_38_1.jpg,7007 Carwill Dr, Austin,TX,78724
278,"3817 Threadgill Ave, Austin, TX 78723","$649,000",2,25,1502,,"This community is directly across the street to the Southwest Greenway with natural trails and a lake. 3817 Threadgill offers natural gas for heating and cooking, 8 foot doors throughout the home, pre-wired surround sound, radiant barrier in the attic to keep the Texas heat out, spray foam in all ceilings and attic, luxurious master suite with large walk in shower, light and bright large windows and doors throughout, tankless water heater, chef inspired kitchen , wood flooring, quartz counters, modern cabinetry, Hansgrohe plumbing fixtures, full security system, Lennox 16+ SEER quiet dual speed AC with zone damper, Bosch luxury appliances, 11 foot ceilings, 2 car garage, smart home automati",30.3639641,-97.9043924,https://www.redfin.com/TX/Austin/12912-Appaloosa-Chase-Dr-78732/home/30995318,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_0.jpg,3817 Threadgill Ave, Austin,TX,78723
279,"6412 Cowman Way, Austin, TX 78747","$563,677",4,35,2261,,"This 5-bedroom, 4-bathroom home spans 2,261 sq. ft. with the optional 1 bedroom `1 bath CASITA over garage Making the total bedroom count to 5. The Gruene is designed with several luxe features including a kitchen nook leading to a veranda &mdash; ideal for outdoor dining. On the main floor of this 2-story home, you&rsquo;ll find the open-concept kitchen, dining area and living room perfectly positioned to entertain, in addition to one of the home&rsquo;s four spacious bedrooms. Upstairs is where the home&rsquo;s three remaining bedrooms can be found, including the primary suite which boasts an oversized walk-in closet and spa-like ensuite for ultimate relaxation. *  * 4.99% Fixed Rate fina",30.144657,-97.752891,https://www.redfin.com/TX/Austin/6307-Stockman-DR-78747/unit-5/home/188421477,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_1_0.jpg,6412 Cowman Way, Austin,TX,78747
280,"1614 Haskell St, Austin, TX 78702","$665,500",0,,7518,,"WILDLY CENTRAL!  Delicious lot size @ . 1726 acres  in Downtown East Austin&rsquo;s famed Holly Neighborhood, where lifestyle assimilates with everything that makes Austin - Austin!  Walk to: Festival Beach, Lady Bird Lake, The Hike and Bike Trails, to East Cesar Chavez district pace setting venues from retro brewpubs and coffee houses to art galleries and vintage boutiques. Keep moving and you are in Austin&rsquo;s Rainey District in downtown Austin in minutes. WILDLY CENTRAL!    The current structure is ready for removal, unveiling a clear, level, SF3 zoned lot. The city of Austin&rsquo;s recently passed &ldquo;HOME&rdquo; stage 1 affords multiple development opportunities. Imagine - Desi",30.3179083,-97.7022681,https://www.redfin.com/TX/Austin/1101-Clayton-Ln-78723/unit-B-208/home/191197852,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_28_0.jpg,1614 Haskell St, Austin,TX,78702
281,"0 Kellywood Dr, Austin, TX 78739","$440,000",0,,125,,"Build your dream home on this serene and private 1.25-+ acre lot without sacrifice living in the city!  No HOA, low restrictions, and low tax rate. Enjoy having your own private oasis but still be able to be apart of the strong South Austin community and have accessibility to all the great restaurants and shopping Austin has to offer. Get in touch with me for more info!",30.3818952,-97.8061568,https://www.redfin.com/TX/Austin/8110-Ranch-Road-2222-78730/unit-36/home/31123631,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_1.jpg,0 Kellywood Dr, Austin,TX,78739
282,"2701 River Hills Rd, Austin, TX 78733","$8,900,000",0,,187,,"Experience the epitome of waterfront luxury at 2701 River Hills Road, located in the highly desirable Pecan Botton neighborhood on Lake Austin in the Eanes school district. This is a rare and expansive 1.9 +/-acre waterfront lot poised for the creation of a bespoke estate. This property presents a unique opportunity to own a significant piece of Austin's lakefront, untouched since 1929 and laden with the potential to craft a personalized luxury residence with over 17,000 square feet of impervious coverage available to be tailored to the highest standards. From the moment you acquire this lot, the benefits are immediate. Pre-approved plans for a boat dock mean you can commence construction w",30.144657,-97.752891,https://www.redfin.com/TX/Austin/6307-Stockman-DR-78747/unit-4/home/188400364,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_1_1.jpg,2701 River Hills Rd, Austin,TX,78733
283,"601 N Bluff Dr, Austin, TX 78745","$890,000",0,,215,,Free house with land purchase. Build your dream property on a little over 2 acres. This convenient location is approximately 4 &frac12; miles south of downtown Austin just off South Congress Avenue near I35.,30.2601081,-97.7635917,https://www.redfin.com/TX/Austin/702-Kinney-Ave-78704/home/31207960,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_39_0.jpg,601 N Bluff Dr, Austin,TX,78745
284,"1001 Bluebonnet Ln, Austin, TX 78704","$1,500,000",0,,026,,"Discover the perfect place to build your dream home on this prime residential lot, encompassing . 2583 acre, with a beautiful new high-end property line fence, offering a sense of privacy and aesthetic appeal. A majestic heritage live oak tree centered at front of lot welcomes you to picture your dream home. The property is located steps away from the iconic Zilker Park in Austin, Texas. This ready-to-build parcel offers a rare opportunity to create a custom living space in one of Austin's most sought-after neighborhoods. Enjoy the vibrant lifestyle of the city with close proximity to lush green spaces, top-notch amenities, and the bustling downtown area. Whether you're looking to design a ",30.144657,-97.752891,https://www.redfin.com/TX/Austin/6307-Stockman-DR-78747/unit-2/home/188382373,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/621/genIslnoResize.1333621_0.jpg,1001 Bluebonnet Ln, Austin,TX,78704
285,"1414 Karen Ave, Austin, TX 78757","$650,000",0,,7997,,"Amazing opportunity to build your dream home in the highly desirable Brentwood neighborhood in central Austin. Steps away from well-regarded Brentwood Elementary School, parks, and green spaces. This lot is located in a prime location in Austin in the 78757 zip code. Easy access to numerous restaurants and boutiques on Burnet Rd. Conveniently located to downtown (7 miles), the University of Texas (4 miles), the Domain (5 miles), Mueller, (4 miles) major employers, and of course the much beloved Crestview Little Deli. Minutes from the Crestview light rail station and Central Market. The lot is flat and has been cleared for easy building. This one is a GEM!",30.2761266,-97.7582215,https://www.redfin.com/TX/Austin/1315-W-9th-St-78703/unit-B/home/31214740,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/621/genIslnoResize.1333621_1_0.jpg,1414 Karen Ave, Austin,TX,78757
287,"13900 Hunters Pass, Austin, TX 78734","$285,000",0,,054,,"Discover the perfect location to build your dream home on this incredible view lot, situated on a fabulous street in Apache Shores. With only a handful of view lots remaining in this desirable neighborhood, this is an opportunity you don't want to miss. Adjoining lot also available 13822 Hunters Pass. Nestled in the serene Apache Shores, this lot offers stunning canyon views and is just a short distance from the lake park. One of the few remaining easy-build view lots, providing the ideal setting for a custom-built home. Community Amenities: Enjoy a wealth of amenities within the Apache Shores community, including a pool, trails, parks, Lake Austin access, a boat ramp, tennis courts, and mo",30.290719,-97.699894,https://www.redfin.com/TX/Austin/3817-Threadgill-St-78723/home/176236574,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_0.jpg,13900 Hunters Pass, Austin,TX,78734
288,"13822 Hunters Pass, Austin, TX 78734","$285,000",0,,051,,"Discover the perfect location to build your dream home on this incredible view lot, situated on a fabulous street in Apache Shores. With only a handful of view lots remaining in this desirable neighborhood, this is an opportunity you don't want to miss. Adjacent lot available 13900 Hunters Pass. Nestled in the serene Apache Shores, this lot offers stunning canyon views and is just a short distance from the lake park. One of the few remaining easy-build view lots, providing the ideal setting for a custom-built home. Community Amenities: Enjoy a wealth of amenities within the Apache Shores community, including a pool, trails, parks, Lake Austin access, a boat ramp, tennis courts, and more. Co",30.147788,-97.752886,https://www.redfin.com/TX/Austin/6412-Cowman-Way-78747/home/176239881,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_1_0.jpg,13822 Hunters Pass, Austin,TX,78734
289,"7505 Lenape Trl, Austin, TX 78736","$350,000",0,,070,,"Combine Hill Country lifestyle with city conveniences on this beautiful buildable homesite in high-end Overlook Estates. Located in southwest Austin, this lot is ready for residential construction. Convenient to many of Austin's highest quality private schools, as well as Lake Travis and Downtown Austin. Low tax rates combine with location and aesthetics to make this site highly desirable. Listing agent is related to the Seller.",30.2536577,-97.7294808,https://www.redfin.com/TX/Austin/1614-Haskell-St-78702/home/31361143,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/369/genIslnoResize.7465369_24_0.jpg,7505 Lenape Trl, Austin,TX,78736
290,"00 E Us 290 Hwy E, Austin, TX 78723","$4,500,000",0,,851,,"This is a large amount of level acreage ready for development within central Austin. Surrounded by communities it's ideal for office space development, but zoning change could open up opportunities for Multifamily developments, Hospitality developments, or retail. There are many development opportunities in this busy area of Austin, especially considering the recent changes favoring greater density in zoning. It has frontage along E HWY 290 and Coronado Hills Dr dead-ends into the property on the North side. It is very close to the Mueller development with easy access to downtown Austin. This property borders the Austin Achieve Elementary located at Hwy 183 and US 290 and has potential acce",30.173422,-97.865054,https://www.redfin.com/TX/Austin/Kellywood-Dr-78739/home/109920201,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_1.jpg,00 E Us 290 Hwy E, Austin,TX,78723
291,"11501 February Dr, Austin, TX 78753","$115,000",0,,029,,[],30.3437566,-97.8481027,https://www.redfin.com/TX/Austin/2701-River-Hills-Rd-78733/home/191886274,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_1_1.jpg,11501 February Dr, Austin,TX,78753
292,"10716 Razil Ct, Austin, TX 78748","$419,900",4,2,1680,8184,"Nestled in a serene cul-de-sac and backing to the Greenbelt in the vibrant city of Austin, the stunning property at 10716 Razil Ct offers a harmonious blend of comfort and modernity. As you enter, you are greeted by an expansive living room that boasts an abundance of natural light, courtesy of large windows and French doors that lead to a massive deck. The living room's open layout ensures it is the perfect space for both relaxation and entertaining. The kitchen features butcher block countertops, and a stylish backsplash. It is equipped with a dishwasher, stove, microwave, and an abundance of counter space and cabinets, making meal preparation a breeze. The breakfast area within the kitch",30.1953143,-97.7730177,https://www.redfin.com/TX/Austin/601-N-Bluff-Dr-78745/home/31782283,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/890/genIslnoResize.2041890_38_1.jpg,10716 Razil Ct, Austin,TX,78748
293,"8006 Clydesdale Dr, Austin, TX 78745","$450,000",4,3,1809,6725,"Clean, bright and well maintained duplex in convenient South Austin location. Front/A Unit (2 bed/1.5 bath) is vacant and easy to tour. Rear/B Unit is tenant occupied and can be viewed with an acceptable offer. B Unit (2 bed/1.5 bath) has fantastic tenants (since 2020) that are on a month-to-month lease and would like to renew if possible. Newer (2024) roof, newer vinyl windows, fresh interior paint in A Unit, all kitchen appliances (including refrigerator) convey (except for Unit B microwave), 2 dedicated parking spaces in driveway, ample parking at curb. Great investment for owner-occupied or pure rental in popular neighborhood with easy access to nearby retail, grocery, dining, entertain",30.2598409,-97.7690462,https://www.redfin.com/TX/Austin/1001-Bluebonnet-Ln-78704/home/31207900,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_0.jpg,8006 Clydesdale Dr, Austin,TX,78745
295,"6012 Idlewood Cv, Austin, TX 78745","$370,000",3,1,888,6403,"Live in the 78745 zip code just 15-20 minutes to downtown Austin TX and take advantage of the rare opportunity to assume a 4.125% interest rate. This charming eclectic home is move-in ready and well maintained; it has fresh interior paint, no carpet, new appliances and is partially updated! The huge backyard is a gardener's dream with mature trees, a pomegranate and citrus tree. Enjoy the covered patio and new pavers, perfect for relaxing and entertaining. This home also features a one-car garage, full gutters, and solar panels, blending energy savings with eclectic charm in a prime location. Ask about the Free design services included for the buyer that contracts on this home. Bonus: No HO",30.369211,-97.9206279,https://www.redfin.com/TX/Austin/13900-Hunters-Pass-78734/home/109925990,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/342/genIslnoResize.4296342_28_0.jpg,6012 Idlewood Cv, Austin,TX,78745
296,"4249 Canyon Glen Cir, Austin, TX 78732","$589,000",3,2,1688,6490,"Beautiful one-story home with recently updated flooring, fresh paint, and kitchen appliances. The roof and water heater were replaced in 2022. Enjoy a lovely backyard with a deck perfect for entertaining, and take advantage of the serene greenbelt with no homes behind you. Located in the highly acclaimed Leander ISD, this home offers access to three elementary schools and Canyon Ridge Middle School, all within Steiner Ranch. Residents enjoy full access to Steiner Ranch amenities, including the Lake Austin waterfront park, 22 miles of hiking and biking trails, three pools, tennis courts, and more.",30.369092,-97.920376,https://www.redfin.com/TX/Austin/13822-Hunters-Pass-78734/home/109925986,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_1.jpg,4249 Canyon Glen Cir, Austin,TX,78732
297,"1000 Ruth Ave Unit B, Austin, TX 78757","$1,250,000",4,4,2609,5902,"Contemporary eye-catching exterior with clean curb appeal. Welcome to your new home in Brentwood, one of Austin's most desired neighborhoods. This area offers the perfect balance of urban walkability and suburban tranquility. The seller's $130,000 in upgrades are immediately apparent. Inside, enjoy spectacular picture windows, rich hardwood flooring, modern light fixtures, and a jaw-dropping vaulted ceiling. High ceilings, top-of-the-line appliances, big windows, and an open floor plan create an ideal environment for family time, entertaining, or relaxing. The generously proportioned backyard features premium artificial turf, a custom-built cedar pergola, a playscape (which can convey), and",30.252765,-97.926767,https://www.redfin.com/TX/Austin/7505-Lenape-Trl-78736/home/31687619,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_1_1.jpg,1000 Ruth Ave Unit B, Austin,TX,78757
298,"116 Dry Creek Rd, Austin, TX 78737","$593,000",4,25,2777,030,"Pride in homeownership shows in every ounce of this property. This home has been well-loved, which the new owner(s) will appreciate. It's ready to love and support you and yours in all of your future endeavors just as it has the currents owners. This home is not too big, or too small. It's just right! Also, the 4th bedroom is currently being used as an office. Welcome to one of the most desirable neighborhoods in the area!",30.3295512,-97.6473013,https://www.redfin.com/TX/Austin/0-U-S-290-78724/home/191835333,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/823/genIslnoResize.7911823_39_0.jpg,116 Dry Creek Rd, Austin,TX,78737
