,Address,Price,Bed,Bath,SQFT,Description,latitude,longitude,Listing URL,Picture,Street,City,State,Zip Code
143,"3608 Lodgepole Dr, Austin, TX 78744","$2,199/mo",3 beds,2 baths,"1,450 sq ft","The best newer build rental in quiet pocket neighborhood in South Austin. Just 8-10 min from DT Austin, and 15 min fro ABIA. Recently built, turnkey city home steps from greenbelt trails, walkable to ",30.2006732,-97.695976,https://www.redfin.com/TX/Austin/3608-Lodgepole-Dr-78744/home/147341044,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,3608 Lodgepole Dr, Austin,TX,78744
144,"431 Brady Ln, Austin, TX 78746","$4,750/mo",4 beds,2 baths,"1,834 sq ft",Location!! Location!! Spacious two story house with easy access to I35 and South Austin. Close to local shopping. House built in 2005 over 2000sf. See pictures.,30.2779261,-97.7913852,https://www.redfin.com/TX/Austin/431-Brady-Ln-78746/home/31216182,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.0_1.jpg,431 Brady Ln, Austin,TX,78746
145,"5724 Walser Cv, Austin, TX 78735","$6,950/mo",4 beds,3.5 baths,"3,629 sq ft","Check out this very well  maintained 4BR,2.5BA, 2 story home in  the master planned community of Meridian in Southwest Austin. Primary bedroom is on the main level and all other bedrooms upstairs. Woo",30.2495812,-97.8744091,https://www.redfin.com/TX/Austin/5724-Walser-Cv-78735/home/31103890,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.1_1.jpg,5724 Walser Cv, Austin,TX,78735
146,"5709 Kempson Dr, Austin, TX 78735","$3,600/mo",3 beds,2 baths,"2,440 sq ft","Adorable home in the fantastic Meridian neighborhood is ready for new tenants! Three bedrooms, two full baths, open living area and large separate office. Refrigerator, washer and dryer included! Larg",30.2504832,-97.8749237,https://www.redfin.com/TX/Austin/5709-Kempson-Dr-78735/home/31103913,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.39_1.jpg,5709 Kempson Dr, Austin,TX,78735
147,"3303 Wickham Ln, Austin, TX 78725","$2,100/mo",4 beds,2 baths,"1,493 sq ft",Vintage charm and tasteful updates will make this 1940s bungalow feel like home as soon as you walk through the door. This meticulously maintained home boasting comfort at every turn: a tranquil front,30.232653,-97.5933155,https://www.redfin.com/TX/Austin/3303-Wickham-Ln-78725/home/31056193,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,3303 Wickham Ln, Austin,TX,78725
148,"1049 Sunflower Trl, Austin, TX 78745","$3,800/mo",3 beds,2.5 baths,"2,354 sq ft","Beautiful home with gorgeous hard wood floors, very open with lots of natural light. Granite counter-tops and gas stove in the chef's kitchen. Upstairs there are 2 full baths. Very spacious bedrooms a",30.2287959,-97.8132052,https://www.redfin.com/TX/Austin/1049-Sunflower-Trl-78745/home/31104224,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,1049 Sunflower Trl, Austin,TX,78745
149,"607 Sheraton Ave, Austin, TX 78745","$2,695/mo",3 beds,2.5 baths,"2,074 sq ft","A RARE quality rental South Austin's awesome Grand Oaks community.  This immaculately kept home features a kitchen remodel, LVP flooring downstairs and all bathrooms, epoxy garage flooring.  All bedro",30.2120061,-97.7617533,https://www.redfin.com/TX/Austin/607-Sheraton-Ave-78745/home/31104257,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,607 Sheraton Ave, Austin,TX,78745
150,"11628 Cherisse Dr, Austin, TX 78739","$3,500/mo",4 beds,2.5 baths,"3,031 sq ft","Well maintained 4 bedroom and 3.5 bath home in Circle C area. Walking distance to Clayton elementary and community swimming pool. This home has 2 master bedrooms, downstairs master bedroom features 2 ",30.1897601,-97.921815,https://www.redfin.com/TX/Austin/11628-Cherisse-Dr-78739/home/31105849,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,11628 Cherisse Dr, Austin,TX,78739
151,"6208 Harold Ct, Austin, TX 78721","$1,950/mo",2 beds,1 bath,"1,100 sq ft","Cherish the beauty and comfort of your new home at 320 Island Oak Drive, Austin, TX 78748. This renovated home features LVT throughout. Clean, move in ready home home with charm and loads of great fea",30.2681697,-97.6730764,https://www.redfin.com/TX/Austin/6208-Harold-Ct-78721/home/31376962,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,6208 Harold Ct, Austin,TX,78721
152,"8016 Levata Dr, Austin, TX 78739","$2,700/mo",3 beds,2 baths,"1,902 sq ft","BEAUTIFUL HOME COMPLETELY REMODELED,NEW KITCHEN, BRAND NEW APPLIANCES READY TO MOVE IN",30.1891552,-97.9233302,https://www.redfin.com/TX/Austin/8016-Levata-Dr-78739/home/31105880,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,8016 Levata Dr, Austin,TX,78739
153,"1805 Forest Trl, Austin, TX 78703","$5,500/mo",3 beds,2 baths,"1,668 sq ft","Beautifully updated and very energy efficient home - save money on those high AC bills! Just installed Energy Star double pane, argon gas filled windows throughout (including new sliding glass back do",30.2923787,-97.7676224,https://www.redfin.com/TX/Austin/1805-Forest-Trl-78703/home/31230981,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,1805 Forest Trl, Austin,TX,78703
154,"7221 Moon Rock Rd, Austin, TX 78739","$3,400/mo",4 beds,3.5 baths,"2,765 sq ft","Great one story 3/2 home with open floor plan, kitchen has center island and built in desk, large primary bathroom w/ separate shower, garden tub and walk in closet. Covered patio and private backyard",30.1967896,-97.9017172,https://www.redfin.com/TX/Austin/7221-Moon-Rock-Rd-78739/home/31106198,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,7221 Moon Rock Rd, Austin,TX,78739
155,"8600 Dulcet Dr, Austin, TX 78745","$2,700/mo",3 beds,2.5 baths,"1,714 sq ft","include refrigerator, Big and bright brick home in Pioneer Crossing! Open floor plan features a formal dining room, Kitchen with breakfast area, tons of natural light and 2nd living room/loft upstairs",30.1877049,-97.8163026,https://www.redfin.com/TX/Austin/8600-Dulcet-Dr-78745/home/31038396,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,8600 Dulcet Dr, Austin,TX,78745
156,"7221 Red Pebble Rd, Austin, TX 78739","$3,150/mo",4 beds,3.5 baths,"2,877 sq ft","AVAILABLE FOR MOVE-IN 07/21/2024.  Don't miss this roomy 3 bed / 2-1/2 bath in South Austin with multiple living areas and plenty of storage!  Featuring all hard flooring downstairs, eat-in kitchen an",30.1959851,-97.9019166,https://www.redfin.com/TX/Austin/7221-Red-Pebble-Rd-78739/home/31106287,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,7221 Red Pebble Rd, Austin,TX,78739
157,"320 Island Oak Dr, Austin, TX 78748","$2,600/mo",3 beds,2 baths,"1,862 sq ft","Stately and tastefully remodeled home on a corner lot in Woods of Legend Oaks. No carpet...laminate and tile throughout. Massive backyard deck for outdoor living. 1 bedroom and full bath down, and all",30.1585499,-97.8022479,https://www.redfin.com/TX/Austin/320-Island-Oak-Dr-78748/home/31108407,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.0_1.jpg,320 Island Oak Dr, Austin,TX,78748
158,"10204 Anahuac Trl, Austin, TX 78747","$2,800/mo",4 beds,2.5 baths,"1,909 sq ft","Welcome to your dream home, where elegance seamlessly blends with comfort in every corner, indoors and out. This exquisitely crafted residence offers a harmonious fusion of sophistication and practica",30.1532111,-97.7877093,https://www.redfin.com/TX/Austin/10204-Anahuac-Trl-78747/home/31108611,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.1_1.jpg,10204 Anahuac Trl, Austin,TX,78747
159,"11529 Sandy Loam Trl, Austin, TX 78750","$1,995/mo",3 beds,2 baths,"1,182 sq ft","Gorgeous 5 Bedroom / 3.5 Bathroom home in the sought-after Steiner Ranch. Features 2 Primary bedrooms, one down and 2nd upstairs, an open concept floor plan, black appliances, breakfast bar, a separat",30.4488207,-97.8136384,https://www.redfin.com/TX/Austin/11529-Sandy-Loam-Trl-78750/home/32781777,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.39_1.jpg,11529 Sandy Loam Trl, Austin,TX,78750
160,"10212 Anahuac Trl, Austin, TX 78747","$2,450/mo",3 beds,2 baths,"1,708 sq ft","PRICE IMPROVEMENT! Lowest price per square foot in the neighborhood! Minutes drive to Samsung, IBM, Dell and more! This charming 4-bedroom property is ready for lease and perfect for your family. The ",30.153047,-97.7874545,https://www.redfin.com/TX/Austin/10212-Anahuac-Trl-78747/home/31108617,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,10212 Anahuac Trl, Austin,TX,78747
161,"11025 Liberty Farms Dr, Austin, TX 78754","$2,345/mo",4 beds,2.5 baths,"2,490 sq ft","Don't miss this spacious two-story home! Enter the family room with soaring ceilings that open to a large kitchen, complete with recessed lighting, stainless steel appliances, and ample storage space.",30.3603338,-97.6435995,https://www.redfin.com/TX/Austin/11025-Liberty-Farms-Dr-78754/home/31110830,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,11025 Liberty Farms Dr, Austin,TX,78754
162,"2510 Wilma Rudolph Rd, Austin, TX 78748","$2,050/mo",3 beds,2.5 baths,"1,600 sq ft",Comfortable roomy home with lots of charm located across from a park. Newer HVAC with nest thermostat. Stainless Steel refrigerator with water and ice.  As you enter the home you'll notice the soaring,30.1550785,-97.8432399,https://www.redfin.com/TX/Austin/2510-Wilma-Rudolph-Rd-78748/home/31114266,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,2510 Wilma Rudolph Rd, Austin,TX,78748
163,"7001 Wandering Oak Rd, Austin, TX 78749","$3,500/mo",5 beds,3.5 baths,"3,319 sq ft","Great 4 bedroom 2 bath house with approx 1872 sqft. Open and bright, Corner lot, Formal dining, Spacious kitchen. Fenced yard with an irrigation system. Master bath boast a stand alone shower and a ga",30.230069,-97.8675349,https://www.redfin.com/TX/Austin/7001-Wandering-Oak-Rd-78749/home/31715239,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,7001 Wandering Oak Rd, Austin,TX,78749
164,"2600 San Juan Dr, Austin, TX 78733","$4,800/mo",4 beds,2.5 baths,"3,387 sq ft","Available Now!  3 Bedroom 2 bathroom home located in Forest Bluff with an open floorplan, great front porch, and plenty of yard space!",30.3469882,-97.8591725,https://www.redfin.com/TX/Austin/2600-San-Juan-Dr-78733/home/31118833,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,2600 San Juan Dr, Austin,TX,78733
165,"12709 Tierra Grande Trl, Austin, TX 78732","$3,595/mo",5 beds,3.5 baths,"3,043 sq ft","Go! Fairly new property, just built in 2021, with 3 bedrooms, 2 bathrooms and approximately 1,538 sqft of floor space. Great layout and easy to upkeep. Huge backyard, easy access to major highways, I3",30.3440327,-97.9159866,https://www.redfin.com/TX/Austin/12709-Tierra-Grande-Trl-78732/home/31118873,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,12709 Tierra Grande Trl, Austin,TX,78732
166,"1909 Shaker Trl, Austin, TX 78754","$2,000/mo",4 beds,2.5 baths,"2,250 sq ft","""ONE MONTHS FREE RENT""   EXCEPTIONAL MODERN HOME FOR LEASE IN STEINER RANCH. MANY UPDATES. BACKS TO HILL COUNTRY GREENBELT. AMAZING CANYON VIEWS.""ONE MONTHS FREE RENT""   Open and light floor plan. All",30.3756021,-97.6518198,https://www.redfin.com/TX/Austin/1909-Shaker-Trl-78754/home/31019086,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,1909 Shaker Trl, Austin,TX,78754
167,"16224 Travesia Way, Austin, TX 78728","$2,395/mo",3 beds,2.5 baths,"1,977 sq ft","Charming two-story home with 4bd/2 1/2 bath home located in South Austin. This home is 2,601 Sq Ft. Located right off of I-35 and across the highway from Southpark Meadows. Easy Access to downtown Aus",30.4705904,-97.6836928,https://www.redfin.com/TX/Austin/16224-Travesia-Way-78728/home/51578101,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,16224 Travesia Way, Austin,TX,78728
168,"11600 Bruce Jenner Ln, Austin, TX 78748","$2,100/mo",3 beds,2.5 baths,"1,439 sq ft","Welcome Home to 13638 Merseyside Dr, a stunning 3 bed and 1.5 bath two-story house with a classic red brick exteriorThis beautifully designed property offers beautiful concrete floorings downstairs, c",30.1539665,-97.8456986,https://www.redfin.com/TX/Austin/11600-Bruce-Jenner-Ln-78748/home/30989612,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,11600 Bruce Jenner Ln, Austin,TX,78748
169,"15306 Mimebark Way, Austin, TX 78724","$1,950/mo",4 beds,2 baths,"1,872 sq ft","Exceptional Gracywoods home - granite in the kitchen, recently refreshed with paint and laminate flooring (no carpet). Flex space and a separate office area. M-I-L plan with master down and two spacio",30.2554112,-97.5771404,https://www.redfin.com/TX/Austin/15306-Mimebark-Way-78724/home/31048337,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,15306 Mimebark Way, Austin,TX,78724
170,"6113 Wideleaf Dr, Austin, TX 78724","$1,775/mo",3 beds,2 baths,"1,326 sq ft","AWESOME SW AUSTIN HOME IN OLYMPIC HEIGHTS, HARD TILE THROUGHOUT, MASTER BATH W/GARDEN TUB & SEPARATE SHOWER STALL. CONVENIENT LOCATION ONLY MINUTES AWAY FROM SHOPPING, RESTAURANTS, ENTERTAINMENT & MOR",30.259246,-97.5740552,https://www.redfin.com/TX/Austin/6113-Wideleaf-Dr-78724/home/31048211,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.0_1.jpg,6113 Wideleaf Dr, Austin,TX,78724
171,"11321 Lago de Garda Dr, Austin, TX 78747","$2,090/mo",3 beds,2 baths,"1,533 sq ft","Welcome to 2512 Century Park Blvd in Austin, TX! This stunning 4 bedroom, 2 bathroom home boasts modern stainless steel appliances, high ceilings, and an abundance of natural light throughout. Say goo",30.127177,-97.7761558,https://www.redfin.com/TX/Austin/11321-Lago-de-Garda-Dr-78747/home/172476926,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.1_1.jpg,11321 Lago de Garda Dr, Austin,TX,78747
172,"12521 Rush Creek Ln, Austin, TX 78732","$3,595/mo",4 beds,2.5 baths,"2,734 sq ft","Welcome to this single-family home located in the prestigious Steiner Ranch Neighborhood Association in Austin, TX. This 2005-built residence boasts an expansive open floor area of 2740 square feet, h",30.3521172,-97.905861,https://www.redfin.com/TX/Austin/12521-Rush-Creek-Ln-78732/home/31045937,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.39_1.jpg,12521 Rush Creek Ln, Austin,TX,78732
173,"10205 Wind Cave Trl, Austin, TX 78747","$2,800/mo",4 beds,2.5 baths,"2,601 sq ft",Gorgeous one bedroom condo with contemporary design and open floor plan.  Convenient location.  Lease term needs to end by July 31.,30.1510267,-97.784202,https://www.redfin.com/TX/Austin/10205-Wind-Cave-Trl-78747/home/31041721,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,10205 Wind Cave Trl, Austin,TX,78747
174,"13638 Merseyside Dr, Pflugerville, TX 78660","$1,850/mo",3 beds,1.5 baths,"1,146 sq ft","LEASING SPECIAL! 2 WEEKS FREE WITH IMMEDIATE MOVE IN!Well cared for home in the popular Parkside community. Features include primary bedroom down, spacious bedrooms, open floor plan, big back yard and",30.4132097,-97.6513482,https://www.redfin.com/TX/Pflugerville/13638-Merseyside-Dr-78660/home/31018964,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,13638 Merseyside Dr, Pflugerville,TX,78660
175,"1415 Lance Way, Austin, TX 78758","$2,800/mo",3 beds,2.5 baths,"2,263 sq ft",cul-de-sac in Falconhead West. **SOLAR PANELS!** (little to no electric bill) All three garages have auto openers! Wood floors in the Formal Dining & Primary Suite. Open concept floor plan. Vaulted ce,30.3918688,-97.6947283,https://www.redfin.com/TX/Austin/1415-Lance-Way-78758/home/31921921,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,1415 Lance Way, Austin,TX,78758
176,"2603 Marcus Abrams Blvd, Austin, TX 78748","$2,095/mo",3 beds,2 baths,"1,355 sq ft","Move-In Special with a $300 gift card, Section 8 Voucher is welcome with the rent amount of $2100.Single Story, 3 Bedrooms and 2 Bathroom Home for Rent in East Austin Texas. It is located on the east ",30.1518868,-97.8417597,https://www.redfin.com/TX/Austin/2603-Marcus-Abrams-Blvd-78748/home/30989549,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,2603 Marcus Abrams Blvd, Austin,TX,78748
177,"2512 Century Park Blvd, Austin, TX 78727","$2,350/mo",4 beds,2 baths,"2,055 sq ft","Beautiful 3k square foot large 3 bed 2 1/2 bath home with stone and hardy board exterior new metal roof completely remodeled interior large oversized 2 car attached garage, interior has a huge sunken ",30.4329746,-97.6917048,https://www.redfin.com/TX/Austin/2512-Century-Park-Blvd-78727/home/30975805,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,2512 Century Park Blvd, Austin,TX,78727
178,"12613 Rush Creek Ln, Austin, TX 78732","$3,600/mo",4 beds,2.5 baths,"2,740 sq ft","Amazing opportunity to lease on this super private Slaughter Creek Greenbelt lot . 3 beds, 2.5 bath plus a bonus room up that can be used as an office or game room /play area, One of the largest Maste",30.3530021,-97.9065144,https://www.redfin.com/TX/Austin/12613-Rush-Creek-Ln-78732/home/30964805,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,12613 Rush Creek Ln, Austin,TX,78732
179,"3110 Red River St Unit 215, Austin, TX 78705","$1,450/mo",1 bed,1 bath,578 sq ft,"Welcome to your new sanctuary in San Leanna, TX--a charming and spacious ranch-style home perfectly situated on over 2 acres of lush, meticulously maintained grounds. This exceptional property combine",30.2909696,-97.7276806,https://www.redfin.com/TX/Austin/3110-Red-River-St-78705/unit-215/home/182790198,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,3110 Red River St Unit 215, Austin,TX,78705
180,"10112 Channel Island Dr, Austin, TX 78747","$2,950/mo",5 beds,3 baths,"2,601 sq ft",Located in HOT NE Austin area where so much employment is going on. At Samsun's backdoor off Samsung Blvd in Pioneer Crossing! Nice Single Storied Home with open floor plan and large Eat-In Kitchen. L,30.1517238,-97.7836159,https://www.redfin.com/TX/Austin/10112-Channel-Island-Dr-78747/home/31041708,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,10112 Channel Island Dr, Austin,TX,78747
181,"15712 Sayan Cv, Bee Cave, TX 78738","$3,950/mo",4 beds,3.5 baths,"3,266 sq ft","Beautiful 3 bed and 2 bath house in Parmer Village Community. Perfect low maintenance one story home with open living area. Dining & kitchen , 2 baths, covered porch, fenced backyard, beautiful maple ",30.3224369,-97.987729,https://www.redfin.com/TX/Bee-Cave/15712-Sayan-Cv-78738/home/31161562,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,15712 Sayan Cv, Bee Cave,TX,78738
182,"15111 Mimebark Way, Austin, TX 78724","$1,800/mo",3 beds,2 baths,"1,326 sq ft",Highly desired Olympic Heights home. This 3 bedroom home has a charming spacious backyard with a covered porch. This Open floor plan has lots of natural lighting. Located near live local eateries and ,30.2557756,-97.5788974,https://www.redfin.com/TX/Austin/15111-Mimebark-Way-78724/home/31041702,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,15111 Mimebark Way, Austin,TX,78724
183,"2101 Mimosa Dr, Austin, TX 78745","$3,800/mo",3 beds,2.5 baths,"2,992 sq ft","Discover the perfect blend of comfort and convenience in this delightful 2-story home located in South Austin. Nestled close to a neighborhood park and playground, this residence offers an ideal setti",30.2013337,-97.8086995,https://www.redfin.com/TX/Austin/2101-Mimosa-Dr-78745/home/31762193,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.0_1.jpg,2101 Mimosa Dr, Austin,TX,78745
184,"10317 Channel Island Dr, Austin, TX 78747","$2,695/mo",3 beds,2.5 baths,"2,094 sq ft","Welcome to your new haven in one of the most sought-after neighborhoods! This stunning 3-bedroom, 2-bathroom home boasts a spacious living room, perfect for entertaining and relaxing. The well-equippe",30.1495291,-97.7843596,https://www.redfin.com/TX/Austin/10317-Channel-Island-Dr-78747/home/31041658,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.1_1.jpg,10317 Channel Island Dr, Austin,TX,78747
185,"604 Old Manchaca Rd, Austin, TX 78748","$4,650/mo",3 beds,2 baths,"2,977 sq ft","Welcome to your beautifully updated sanctuary in South Austin, where modern living meets convenience. This home offers a spacious open floor plan with vaulted ceilings and wood-look tile flooring thro",30.1427386,-97.8198206,https://www.redfin.com/TX/Austin/604-Old-Manchaca-Rd-78748/home/31041535,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.39_1.jpg,604 Old Manchaca Rd, Austin,TX,78748
186,"11329 Church Canyon Dr, Austin, TX 78754","$1,895/mo",3 beds,2 baths,"1,272 sq ft","Limited Representation. Beautiful, completely renovated three-bedroom, two-bath home with new stainless steel appliances, kitchen island, quartz countertops, two-inch faux wood blinds, laminate wood f",30.3603211,-97.6383928,https://www.redfin.com/TX/Austin/11329-Church-Canyon-Dr-78754/home/31017765,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,11329 Church Canyon Dr, Austin,TX,78754
187,"8825 White Ibis Dr, Austin, TX 78729","$1,995/mo",3 beds,2 baths,"1,382 sq ft","Available August 15. Photos were taken prior to current tenant occupancy. Beautiful Scott Felder single-story home with an open floor plan, quiet neighborhood convenient to Southpark Meadows, and quic",30.4661901,-97.7654191,https://www.redfin.com/TX/Austin/8825-White-Ibis-Dr-78729/home/185213936,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,8825 White Ibis Dr, Austin,TX,78729
188,"11607 James B Connolly Ln, Austin, TX 78748","$2,295/mo",3 beds,2.5 baths,"1,512 sq ft","Roomy 3/2/2 single story brick ranch house with lovely in ground pool, near Mesa Drive and Far West. Walking distance to Doss Elementary and Murchison Middle School . Built in 1964, this well maintain",30.1514167,-97.8375854,https://www.redfin.com/TX/Austin/11607-James-B-Connolly-Ln-78748/home/30989523,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,11607 James B Connolly Ln, Austin,TX,78748
189,"5909 Silver Screen Dr, Austin, TX 78747","$2,400/mo",4 beds,3 baths,"2,468 sq ft",New home available as furnished rental month to month. Great enclave of newer homes in hot East Austin.  You will love the open floor plan and abundant natural light. Great open space with plenty of i,30.1389984,-97.7669184,https://www.redfin.com/TX/Austin/5909-Silver-Screen-Dr-78747/home/31155201,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,5909 Silver Screen Dr, Austin,TX,78747
190,"5913 Abby Ann Ln, Austin, TX 78747","$2,100/mo",3 beds,2 baths,"1,250 sq ft","Beautiful 4 bedroom home in Del Valle! Close to F1 track. Tile in common areas, fresh paint throughout and new carpet upstairs and in the bedrooms. Great floor plan with kitchen open to the living are",30.1382852,-97.7672862,https://www.redfin.com/TX/Austin/5913-Abby-Ann-Ln-78747/home/31155101,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,5913 Abby Ann Ln, Austin,TX,78747
191,"3312 Western Dr, Austin, TX 78745","$3,000/mo",3 beds,2 baths,"1,710 sq ft","Beloved 3 Bedroom, 2.5 Bath Home in Brentwood ~ Shaded Front Yard w/ Long Driveway Leading to Carport ~ Great Sized Living Room w/ Cozy Fireplace & Recessed Lighting ~ Designated Dining Room ~ Updated",30.2130842,-97.8266749,https://www.redfin.com/TX/Austin/3312-Western-Dr-78745/home/31875274,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,3312 Western Dr, Austin,TX,78745
192,"11353 Church Canyon Dr, Austin, TX 78754","$2,300/mo",3 beds,2 baths,"1,378 sq ft","3-bedroom, 2-bathroom home in a prime location with easy access to IH35, Hwy 290, and the 130 toll road. Close to major employers like Applied Materials, Dell, and Samsung. This single-story house fea",30.3609362,-97.6380858,https://www.redfin.com/TX/Austin/11353-Church-Canyon-Dr-78754/home/31017759,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,11353 Church Canyon Dr, Austin,TX,78754
